Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Male,Abroad,Stay in one place,Numeracy,Leadership,Analytical Ability,Analytical Ability,Negotiating,GAS
Female,Flexible,Move Often,Negotiating,Flexibility,Time Management,Leadership,Analytical Ability,HUMSS
Female,Rural Area,Flexibility,Time Management,Numeracy,Problem Solving,Time Management,Time Management,ABM
Female,Rural Area,Flexibility,Verbal Communication,Leadership,Numeracy,Negotiating,Self motivation,TVL
Female,Abroad,Move Often,Written Communication,Verbal Communication,Numeracy,Creative Thinking,Creative Thinking,HUMSS
Female,Flexible,Flexibility,Flexibility,Self motivation,Written Communication,Leadership,Creative Thinking,TVL
Female,Suburban Area,Flexibility,Leadership,Commercial Awareness,Numeracy,Creative Thinking,Leadership,TVL
Male,Suburban Area,Move Often,Negotiating,Numeracy,Problem Solving,Decision Making,Verbal Communication,ABM
Female,Abroad,Work from anywhere,Negotiating,Written Communication,Analytical Ability,Commercial Awareness,Self motivation,ABM
Male,Suburban Area,Flexibility,Time Management,Time Management,Leadership,Team Work,Commercial Awareness,STEM
Female,Abroad,Work from anywhere,Negotiating,Verbal Communication,Numeracy,Creative Thinking,Numeracy,GAS
Female,Rural Area,Flexibility,Commercial Awareness,Numeracy,Verbal Communication,Flexibility,Leadership,HUMSS
Male,Rural Area,Flexibility,Verbal Communication,Flexibility,Time Management,Creative Thinking,Commercial Awareness,TVL
Male,Rural Area,Flexibility,Creative Thinking,Numeracy,Team Work,Verbal Communication,Negotiating,TVL
Female,Abroad,Work from anywhere,Analytical Ability,Problem Solving,Leadership,Leadership,Commercial Awareness,ABM
Female,Abroad,Flexibility,Verbal Communication,Numeracy,Written Communication,Self motivation,Decision Making,TVL
Male,Flexible,Move Often,Negotiating,Verbal Communication,Time Management,Analytical Ability,Decision Making,ABM
Male,Flexible,Move Often,Analytical Ability,Problem Solving,Leadership,Creative Thinking,Numeracy,GAS
Female,Rural Area,Flexibility,Flexibility,Self motivation,Flexibility,Verbal Communication,Numeracy,STEM
Male,Suburban Area,Work from anywhere,Self motivation,Numeracy,Verbal Communication,Time Management,Verbal Communication,STEM
Male,City,Stay in one place,Self motivation,Negotiating,Team Work,Leadership,Self motivation,TVL
Female,Flexible,Move Often,Numeracy,Decision Making,Verbal Communication,Commercial Awareness,Written Communication,TVL
Female,Abroad,Flexibility,Analytical Ability,Written Communication,Leadership,Verbal Communication,Creative Thinking,TVL
Female,Suburban Area,Work from anywhere,Verbal Communication,Numeracy,Problem Solving,Flexibility,Commercial Awareness,ABM
Female,Flexible,Flexibility,Negotiating,Written Communication,Verbal Communication,Written Communication,Decision Making,HUMSS
Male,Suburban Area,Work from anywhere,Numeracy,Self motivation,Team Work,Creative Thinking,Written Communication,STEM
Male,Flexible,Move Often,Flexibility,Analytical Ability,Commercial Awareness,Commercial Awareness,Creative Thinking,HUMSS
Female,Suburban Area,Work from anywhere,Problem Solving,Self motivation,Negotiating,Self motivation,Creative Thinking,STEM
Male,City,Work from anywhere,Written Communication,Written Communication,Decision Making,Problem Solving,Time Management,GAS
Female,Flexible,Work from anywhere,Analytical Ability,Time Management,Negotiating,Creative Thinking,Self motivation,STEM
Female,Suburban Area,Work from anywhere,Analytical Ability,Creative Thinking,Decision Making,Verbal Communication,Numeracy,ABM
Female,Flexible,Move Often,Decision Making,Flexibility,Leadership,Negotiating,Problem Solving,GAS
Male,Abroad,Work from anywhere,Leadership,Self motivation,Flexibility,Analytical Ability,Team Work,STEM
Male,Suburban Area,Flexibility,Numeracy,Time Management,Team Work,Flexibility,Negotiating,HUMSS
Male,Abroad,Work from anywhere,Negotiating,Negotiating,Team Work,Verbal Communication,Commercial Awareness,TVL
Male,Suburban Area,Stay in one place,Commercial Awareness,Flexibility,Problem Solving,Negotiating,Negotiating,HUMSS
Female,Rural Area,Flexibility,Leadership,Problem Solving,Self motivation,Commercial Awareness,Team Work,HUMSS
Female,Flexible,Move Often,Analytical Ability,Verbal Communication,Analytical Ability,Team Work,Verbal Communication,HUMSS
Male,Flexible,Stay in one place,Flexibility,Self motivation,Analytical Ability,Negotiating,Written Communication,ABM
Male,Flexible,Flexibility,Written Communication,Numeracy,Creative Thinking,Decision Making,Team Work,STEM
Female,Abroad,Flexibility,Verbal Communication,Problem Solving,Numeracy,Creative Thinking,Numeracy,GAS
Female,Flexible,Flexibility,Team Work,Self motivation,Decision Making,Negotiating,Time Management,ABM
Female,Flexible,Move Often,Negotiating,Analytical Ability,Numeracy,Team Work,Creative Thinking,STEM
Male,Suburban Area,Work from anywhere,Team Work,Self motivation,Leadership,Negotiating,Self motivation,TVL
Male,Suburban Area,Work from anywhere,Negotiating,Verbal Communication,Analytical Ability,Self motivation,Team Work,STEM
Female,City,Move Often,Numeracy,Verbal Communication,Numeracy,Self motivation,Decision Making,ABM
Male,Flexible,Stay in one place,Decision Making,Leadership,Commercial Awareness,Written Communication,Self motivation,TVL
Male,Suburban Area,Work from anywhere,Negotiating,Problem Solving,Numeracy,Commercial Awareness,Commercial Awareness,STEM
Female,Rural Area,Flexibility,Creative Thinking,Flexibility,Leadership,Creative Thinking,Numeracy,HUMSS
Male,Flexible,Flexibility,Verbal Communication,Decision Making,Commercial Awareness,Commercial Awareness,Flexibility,TVL
Male,City,Flexibility,Self motivation,Self motivation,Problem Solving,Leadership,Analytical Ability,TVL
Male,Flexible,Stay in one place,Written Communication,Flexibility,Creative Thinking,Commercial Awareness,Creative Thinking,ABM
Female,Flexible,Move Often,Negotiating,Negotiating,Leadership,Flexibility,Written Communication,GAS
Male,Rural Area,Work from anywhere,Time Management,Commercial Awareness,Negotiating,Creative Thinking,Written Communication,STEM
Female,City,Move Often,Analytical Ability,Decision Making,Self motivation,Flexibility,Analytical Ability,TVL
Female,City,Move Often,Commercial Awareness,Creative Thinking,Team Work,Negotiating,Decision Making,GAS
Male,Rural Area,Move Often,Flexibility,Written Communication,Decision Making,Analytical Ability,Problem Solving,ABM
Male,Suburban Area,Move Often,Team Work,Self motivation,Verbal Communication,Team Work,Commercial Awareness,TVL
Male,Suburban Area,Flexibility,Creative Thinking,Problem Solving,Commercial Awareness,Verbal Communication,Time Management,ABM
Female,Rural Area,Work from anywhere,Written Communication,Team Work,Team Work,Written Communication,Problem Solving,ABM
Male,Rural Area,Work from anywhere,Decision Making,Self motivation,Numeracy,Written Communication,Leadership,HUMSS
Female,Abroad,Flexibility,Written Communication,Team Work,Negotiating,Analytical Ability,Commercial Awareness,HUMSS
Male,Suburban Area,Flexibility,Numeracy,Analytical Ability,Numeracy,Verbal Communication,Verbal Communication,STEM
Male,City,Flexibility,Written Communication,Written Communication,Decision Making,Negotiating,Self motivation,TVL
Female,City,Flexibility,Problem Solving,Team Work,Commercial Awareness,Flexibility,Time Management,HUMSS
Female,City,Move Often,Team Work,Commercial Awareness,Negotiating,Negotiating,Flexibility,ABM
Female,City,Move Often,Team Work,Problem Solving,Creative Thinking,Analytical Ability,Leadership,ABM
Male,Suburban Area,Move Often,Verbal Communication,Team Work,Analytical Ability,Numeracy,Written Communication,GAS
Female,City,Flexibility,Self motivation,Creative Thinking,Team Work,Self motivation,Time Management,ABM
Male,City,Work from anywhere,Self motivation,Negotiating,Team Work,Leadership,Flexibility,ABM
Male,Abroad,Flexibility,Team Work,Leadership,Team Work,Time Management,Flexibility,STEM
Female,City,Flexibility,Problem Solving,Time Management,Decision Making,Analytical Ability,Verbal Communication,STEM
Male,Suburban Area,Flexibility,Numeracy,Analytical Ability,Decision Making,Self motivation,Problem Solving,HUMSS
Female,City,Stay in one place,Negotiating,Numeracy,Self motivation,Self motivation,Creative Thinking,TVL
Male,Abroad,Move Often,Commercial Awareness,Self motivation,Problem Solving,Time Management,Leadership,STEM
Female,Flexible,Flexibility,Analytical Ability,Time Management,Negotiating,Analytical Ability,Flexibility,TVL
Male,Suburban Area,Stay in one place,Numeracy,Leadership,Negotiating,Leadership,Decision Making,HUMSS
Male,Rural Area,Flexibility,Decision Making,Decision Making,Problem Solving,Decision Making,Leadership,ABM
Female,Flexible,Move Often,Problem Solving,Verbal Communication,Flexibility,Decision Making,Negotiating,ABM
Male,City,Work from anywhere,Verbal Communication,Written Communication,Team Work,Problem Solving,Problem Solving,GAS
Male,City,Stay in one place,Creative Thinking,Numeracy,Time Management,Commercial Awareness,Numeracy,ABM
Male,City,Work from anywhere,Creative Thinking,Decision Making,Flexibility,Analytical Ability,Flexibility,TVL
Female,Suburban Area,Stay in one place,Verbal Communication,Numeracy,Creative Thinking,Verbal Communication,Self motivation,HUMSS
Male,Abroad,Move Often,Self motivation,Leadership,Time Management,Numeracy,Creative Thinking,ABM
Female,Suburban Area,Move Often,Written Communication,Team Work,Flexibility,Problem Solving,Verbal Communication,HUMSS
Female,City,Stay in one place,Analytical Ability,Verbal Communication,Commercial Awareness,Problem Solving,Negotiating,STEM
Female,Abroad,Flexibility,Negotiating,Decision Making,Creative Thinking,Self motivation,Problem Solving,GAS
Female,Flexible,Flexibility,Problem Solving,Time Management,Time Management,Verbal Communication,Team Work,ABM
Female,Flexible,Move Often,Self motivation,Creative Thinking,Analytical Ability,Self motivation,Leadership,STEM
Male,Suburban Area,Work from anywhere,Verbal Communication,Flexibility,Verbal Communication,Time Management,Written Communication,ABM
Male,Abroad,Stay in one place,Verbal Communication,Leadership,Negotiating,Problem Solving,Written Communication,ABM
Female,Flexible,Stay in one place,Self motivation,Analytical Ability,Creative Thinking,Negotiating,Flexibility,ABM
Female,Abroad,Move Often,Negotiating,Flexibility,Flexibility,Commercial Awareness,Commercial Awareness,ABM
Female,Suburban Area,Work from anywhere,Problem Solving,Numeracy,Numeracy,Written Communication,Negotiating,ABM
Male,Suburban Area,Stay in one place,Team Work,Written Communication,Decision Making,Analytical Ability,Time Management,STEM
Female,Flexible,Stay in one place,Written Communication,Leadership,Commercial Awareness,Written Communication,Analytical Ability,GAS
Female,Abroad,Stay in one place,Written Communication,Leadership,Written Communication,Problem Solving,Flexibility,HUMSS
Female,Rural Area,Move Often,Self motivation,Commercial Awareness,Decision Making,Decision Making,Creative Thinking,TVL
Male,Rural Area,Move Often,Analytical Ability,Commercial Awareness,Leadership,Time Management,Self motivation,HUMSS
Female,Flexible,Move Often,Self motivation,Time Management,Problem Solving,Numeracy,Leadership,ABM
Female,City,Stay in one place,Self motivation,Analytical Ability,Commercial Awareness,Analytical Ability,Numeracy,HUMSS
Male,Suburban Area,Move Often,Self motivation,Numeracy,Creative Thinking,Creative Thinking,Analytical Ability,GAS
Male,Rural Area,Move Often,Numeracy,Commercial Awareness,Creative Thinking,Flexibility,Verbal Communication,HUMSS
Female,Suburban Area,Move Often,Commercial Awareness,Flexibility,Verbal Communication,Numeracy,Problem Solving,GAS
Male,Abroad,Move Often,Flexibility,Creative Thinking,Problem Solving,Flexibility,Time Management,ABM
Male,Suburban Area,Stay in one place,Team Work,Time Management,Time Management,Leadership,Self motivation,STEM
Male,Rural Area,Flexibility,Verbal Communication,Negotiating,Verbal Communication,Problem Solving,Written Communication,HUMSS
Male,Abroad,Work from anywhere,Creative Thinking,Written Communication,Numeracy,Decision Making,Decision Making,HUMSS
Female,Suburban Area,Move Often,Numeracy,Numeracy,Team Work,Analytical Ability,Analytical Ability,ABM
Male,Flexible,Move Often,Problem Solving,Decision Making,Leadership,Decision Making,Self motivation,ABM
Male,Rural Area,Flexibility,Verbal Communication,Time Management,Team Work,Decision Making,Written Communication,GAS
Female,City,Move Often,Leadership,Self motivation,Flexibility,Flexibility,Negotiating,GAS
Female,Suburban Area,Move Often,Time Management,Decision Making,Written Communication,Time Management,Analytical Ability,STEM
Female,Flexible,Flexibility,Commercial Awareness,Self motivation,Time Management,Negotiating,Team Work,TVL
Female,Suburban Area,Work from anywhere,Verbal Communication,Decision Making,Commercial Awareness,Decision Making,Negotiating,ABM
Female,Suburban Area,Work from anywhere,Verbal Communication,Problem Solving,Flexibility,Flexibility,Creative Thinking,STEM
Female,Flexible,Flexibility,Verbal Communication,Creative Thinking,Leadership,Analytical Ability,Verbal Communication,STEM
Female,Rural Area,Flexibility,Time Management,Team Work,Written Communication,Verbal Communication,Commercial Awareness,ABM
Male,City,Stay in one place,Commercial Awareness,Creative Thinking,Verbal Communication,Flexibility,Problem Solving,STEM
Male,Rural Area,Move Often,Problem Solving,Creative Thinking,Leadership,Flexibility,Verbal Communication,TVL
Male,Flexible,Move Often,Negotiating,Negotiating,Verbal Communication,Numeracy,Written Communication,TVL
Female,Abroad,Move Often,Problem Solving,Creative Thinking,Decision Making,Verbal Communication,Decision Making,TVL
Female,City,Stay in one place,Written Communication,Numeracy,Problem Solving,Analytical Ability,Verbal Communication,GAS
