Age,Gender,Grade,Future Setting,Future Place,Work Type,Work Environment,Immediate Goals,Highly Skilled,Skilled,Moderately Skilled,Unskilled
15,Male,9,Flexible ,Work from anywhere,Creative work,Location Independent Work,Take extra classes,"Analytical Ability, Creative Thinking","Written Communication, Verbal Communication, Teamwork, Numeracy, Leadership","Reactive Ability, Decision Making",Problem Solving
14,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Problem Solving, Creative Thinking","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Leadership",Decision Making,Teamwork
15,Male,9,Abroad ,Move often ,Working with technology,Independent ,Finish schooling,"Problem Solving, Reactive Ability, Leadership, Decision Making","Written Communication, Verbal Communication, Teamwork, Analytical Ability, Creative Thinking, Numeracy",Numeracy,Teamwork
15,Male,9,City,Stay in one place,Helping people,Office setting,Finish schooling,"Written Communication, Reactive Ability","Verbal Communication, Problem Solving, Analytical Ability, Decision Making","Teamwork, Creative Thinking","Numeracy, Leadership"
15,Female,9,Suburban Area,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Written Communication, Teamwork, Creative Thinking","Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
16,Male,10,City,Work from anywhere,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Female,10,Suburban Area,Work from anywhere,Working with technology,Outdoors ,Improve my grades,"Teamwork, Analytical Ability, Leadership, Decision Making","Verbal Communication, Problem Solving, Reactive Ability, Creative Thinking","Written Communication, Numeracy",Teamwork
15,Female,9,Rural Area,Work from anywhere,Organizing and managing ,Outdoors ,Finish schooling,"Verbal Communication, Creative Thinking, Leadership","Written Communication, Problem Solving, Teamwork, Reactive Ability, Numeracy, Decision Making",Analytical Ability,Teamwork
16,Female,10,Flexible ,Move often ,Creative work,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Female,9,Rural Area,Move often ,Creative work,Collaborative ,Finish schooling,"Verbal Communication, Analytical Ability","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
15,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,Reactive Ability,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Numeracy, Leadership, Decision Making",Creative Thinking,Teamwork
15,Female,9,Abroad ,Work from anywhere,Creative work,Office setting,Finish schooling,Verbal Communication,"Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Analytical Ability, Numeracy",Teamwork
15,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Male,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability, Numeracy",Teamwork
15,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability, Numeracy",Teamwork
16,Male,10,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking","Written Communication, Teamwork, Reactive Ability, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking","Written Communication, Teamwork, Reactive Ability, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,City,Move often ,Helping people,Location Independent Work,Finish schooling,"Verbal Communication, Problem Solving, Analytical Ability, Creative Thinking","Written Communication, Teamwork, Reactive Ability, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,City,Move often ,Helping people,Outdoors ,Finish schooling,"Problem Solving, Analytical Ability, Creative Thinking, Numeracy","Teamwork, Reactive Ability, Leadership, Decision Making","Written Communication, Verbal Communication",Teamwork
17,Female,10,City,Stay in one place,Helping people,Office setting,Take extra classes,"Problem Solving, Analytical Ability, Creative Thinking, Numeracy","Teamwork, Reactive Ability, Leadership, Decision Making","Written Communication, Verbal Communication",Teamwork
17,Male,10,Rural Area,Move often ,Creative work,Collaborative ,Volunteer,"Analytical Ability, Reactive Ability, Numeracy","Written Communication, Verbal Communication, Problem Solving, Teamwork, Creative Thinking, Leadership",Decision Making,Teamwork
17,Male,10,Flexible ,Stay in one place,Hands-on work,Outdoors ,Save money,Decision Making,"Written Communication, Verbal Communication, Teamwork, Creative Thinking, Numeracy, Leadership","Problem Solving, Reactive Ability",Analytical Ability
17,Male,10,Rural Area,Stay in one place,Creative work,Collaborative ,Volunteer,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership",Decision Making,Teamwork
17,Male,10,Flexible ,Work from anywhere,Working with technology,Outdoors ,Finish schooling,"Verbal Communication, Analytical Ability","Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Female,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,Verbal Communication,"Written Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making",Creative Thinking,Teamwork
16,Female,10,Rural Area,Work from anywhere,Helping people,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
15,Male,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,Creative Thinking,"Written Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making",Verbal Communication,Teamwork
14,Female,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
14,Female,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
14,Male,9,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
16,Female,10,Rural Area,Move often ,Creative work,Outdoors ,Explore different careers,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Male,10,City,Stay in one place,Working with technology,Office setting,Finish schooling,"Teamwork, Analytical Ability","Written Communication, Verbal Communication, Problem Solving, Reactive Ability, Creative Thinking, Numeracy, Decision Making",Leadership,Teamwork
17,Female,10,Suburban Area,Work from anywhere,Creative work,Collaborative ,Learn a new skill,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Leadership, Decision Making",Numeracy,Teamwork
17,Female,10,Rural Area,Move often ,Hands-on work,Location Independent Work,Finish schooling,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making",Numeracy,Teamwork
17,Female,10,Rural Area,Move often ,Creative work,Outdoors ,Finish schooling,Numeracy,"Written Communication, Problem Solving, Teamwork, Reactive Ability, Creative Thinking, Leadership, Decision Making","Verbal Communication, Analytical Ability",Teamwork
16,Female,10,Flexible ,Move often ,Helping people,Location Independent Work,Join clubs or activities,"Written Communication, Verbal Communication, Problem Solving, Teamwork, Analytical Ability, Reactive Ability, Creative Thinking, Numeracy, Leadership, Decision Making","Written Communication, Verbal Communication, Problem Solving, Analytical Ability, Reactive Ability, Numeracy, Leadership, Decision Making","Teamwork, Creative Thinking",Teamwork
17,Male,10,Rural Area,Work from anywhere,Hands-on work,Independent ,Finish schooling,"Verbal Communication, Teamwork, Leadership, Decision Making","Analytical Ability, Reactive Ability","Creative Thinking, Numeracy","Written Communication, Problem Solving"
